,Airline,Date,Source City,Destination City,Departure Time,Arrival Time,Duration,Stops,Price
1010,IndiGo,14-10-2021,Jaipur,Pune,13:00,17:00,4h 00m,1 Stop,"9,726"
1011,IndiGo,14-10-2021,Jaipur,Pune,07:40,13:00,5h 20m,1 Stop,"9,836"
1012,IndiGo,14-10-2021,Jaipur,Pune,07:40,15:20,7h 40m,1 Stop,"9,836"
1013,Air India,14-10-2021,Jaipur,Pune,08:40,18:50,10h 10m,1 Stop,"10,151"
1014,IndiGo,14-10-2021,Jaipur,Pune,06:15,13:05,6h 50m,1 Stop,"10,834"
1015,IndiGo,14-10-2021,Jaipur,Pune,06:15,15:35,9h 20m,1 Stop,"10,834"
1016,Air Asia,14-10-2021,Jaipur,Pune,21:10,"14:15
+ 1 day",17h 05m,2 Stop(s),"12,381"
1017,SpiceJet,14-10-2021,Jaipur,Pune,10:00,17:45,7h 45m,1 Stop,"12,717"
1018,SpiceJet,14-10-2021,Jaipur,Pune,06:10,17:45,11h 35m,1 Stop,"12,717"
1019,Air Asia,14-10-2021,Jaipur,Pune,21:10,"08:10
+ 1 day",11h 00m,2 Stop(s),"12,852"
1020,SpiceJet,14-10-2021,Jaipur,Pune,06:10,09:25,3h 15m,1 Stop,"13,405"
1021,IndiGo,14-10-2021,Jaipur,Pune,13:55,19:15,5h 20m,1 Stop,"13,459"
1022,Air India,14-10-2021,Jaipur,Pune,14:00,"08:40
+ 1 day",18h 40m,2 Stop(s),"16,556"
1023,Air India,14-10-2021,Jaipur,Pune,14:00,"08:40
+ 1 day",18h 40m,2 Stop(s),"16,556"
1024,Go First,15-10-2021,Jaipur,Pune,21:20,"08:15
+ 1 day",10h 55m,1 Stop,"5,424"
1025,SpiceJet,15-10-2021,Jaipur,Pune,08:00,11:35,3h 35m,1 Stop,"5,425"
1026,SpiceJet,15-10-2021,Jaipur,Pune,20:15,"08:15
+ 1 day",12h 00m,1 Stop,"5,425"
1027,SpiceJet,15-10-2021,Jaipur,Pune,09:35,"10:45
+ 1 day",25h 10m,1 Stop,"5,425"
1028,IndiGo,15-10-2021,Jaipur,Pune,11:05,12:45,1h 40m,Non Stop,"5,426"
1029,Air Asia,15-10-2021,Jaipur,Pune,17:15,19:00,1h 45m,Non Stop,"5,427"
1030,Air India,15-10-2021,Jaipur,Pune,13:30,18:50,5h 20m,1 Stop,"7,907"
1031,Air India,15-10-2021,Jaipur,Pune,13:30,"08:40
+ 1 day",19h 10m,1 Stop,"7,907"
1032,SpiceJet,15-10-2021,Jaipur,Pune,09:35,18:30,8h 55m,1 Stop,"9,124"
1033,Air India,15-10-2021,Jaipur,Pune,08:40,"08:40
+ 1 day",24h 00m,1 Stop,"9,311"
1034,IndiGo,15-10-2021,Jaipur,Pune,13:00,17:00,4h 00m,1 Stop,"9,726"
1035,IndiGo,15-10-2021,Jaipur,Pune,07:40,13:00,5h 20m,1 Stop,"9,836"
1036,IndiGo,15-10-2021,Jaipur,Pune,07:40,15:20,7h 40m,1 Stop,"9,836"
1037,Air India,15-10-2021,Jaipur,Pune,08:40,18:50,10h 10m,1 Stop,"10,151"
1038,IndiGo,15-10-2021,Jaipur,Pune,06:15,13:05,6h 50m,1 Stop,"10,834"
1039,IndiGo,15-10-2021,Jaipur,Pune,06:15,15:35,9h 20m,1 Stop,"10,834"
1040,Air Asia,15-10-2021,Jaipur,Pune,21:10,"14:15
+ 1 day",17h 05m,2 Stop(s),"12,381"
1041,SpiceJet,15-10-2021,Jaipur,Pune,10:00,17:45,7h 45m,1 Stop,"12,717"
1042,SpiceJet,15-10-2021,Jaipur,Pune,06:10,17:45,11h 35m,1 Stop,"12,717"
1043,Air Asia,15-10-2021,Jaipur,Pune,21:10,"08:10
+ 1 day",11h 00m,2 Stop(s),"12,852"
1044,SpiceJet,15-10-2021,Jaipur,Pune,06:10,09:25,3h 15m,1 Stop,"13,405"
1045,IndiGo,15-10-2021,Jaipur,Pune,13:55,19:15,5h 20m,1 Stop,"13,459"
1046,Air India,15-10-2021,Jaipur,Pune,14:00,"08:40
+ 1 day",18h 40m,2 Stop(s),"16,556"
1047,Air India,15-10-2021,Jaipur,Pune,14:00,"08:40
+ 1 day",18h 40m,2 Stop(s),"16,556"
1048,Go First,16-10-2021,Jaipur,Pune,21:20,"08:15
+ 1 day",10h 55m,1 Stop,"5,424"
1049,SpiceJet,16-10-2021,Jaipur,Pune,08:00,11:35,3h 35m,1 Stop,"5,425"
1050,SpiceJet,16-10-2021,Jaipur,Pune,20:15,"08:15
+ 1 day",12h 00m,1 Stop,"5,425"
1051,SpiceJet,16-10-2021,Jaipur,Pune,09:35,"10:45
+ 1 day",25h 10m,1 Stop,"5,425"
1052,IndiGo,16-10-2021,Jaipur,Pune,11:05,12:45,1h 40m,Non Stop,"5,426"
1053,Air Asia,16-10-2021,Jaipur,Pune,17:15,19:00,1h 45m,Non Stop,"5,427"
1054,Air India,16-10-2021,Jaipur,Pune,13:30,18:50,5h 20m,1 Stop,"7,907"
1055,Air India,16-10-2021,Jaipur,Pune,13:30,"08:40
+ 1 day",19h 10m,1 Stop,"7,907"
1056,SpiceJet,16-10-2021,Jaipur,Pune,09:35,18:30,8h 55m,1 Stop,"9,124"
1057,Air India,16-10-2021,Jaipur,Pune,08:40,"08:40
+ 1 day",24h 00m,1 Stop,"9,311"
1058,IndiGo,16-10-2021,Jaipur,Pune,13:00,17:00,4h 00m,1 Stop,"9,726"
1059,IndiGo,16-10-2021,Jaipur,Pune,07:40,13:00,5h 20m,1 Stop,"9,836"
1060,IndiGo,16-10-2021,Jaipur,Pune,07:40,15:20,7h 40m,1 Stop,"9,836"
1061,Air India,16-10-2021,Jaipur,Pune,08:40,18:50,10h 10m,1 Stop,"10,151"
1062,IndiGo,16-10-2021,Jaipur,Pune,06:15,13:05,6h 50m,1 Stop,"10,834"
1063,IndiGo,16-10-2021,Jaipur,Pune,06:15,15:35,9h 20m,1 Stop,"10,834"
1064,Air Asia,16-10-2021,Jaipur,Pune,21:10,"14:15
+ 1 day",17h 05m,2 Stop(s),"12,381"
1065,SpiceJet,16-10-2021,Jaipur,Pune,10:00,17:45,7h 45m,1 Stop,"12,717"
1066,SpiceJet,16-10-2021,Jaipur,Pune,06:10,17:45,11h 35m,1 Stop,"12,717"
1067,Air Asia,16-10-2021,Jaipur,Pune,21:10,"08:10
+ 1 day",11h 00m,2 Stop(s),"12,852"
1068,SpiceJet,16-10-2021,Jaipur,Pune,06:10,09:25,3h 15m,1 Stop,"13,405"
1069,IndiGo,16-10-2021,Jaipur,Pune,13:55,19:15,5h 20m,1 Stop,"13,459"
1070,Air India,16-10-2021,Jaipur,Pune,14:00,"08:40
+ 1 day",18h 40m,2 Stop(s),"16,556"
1071,Air India,16-10-2021,Jaipur,Pune,14:00,"08:40
+ 1 day",18h 40m,2 Stop(s),"16,556"
1072,Go First,17-10-2021,Jaipur,Pune,21:20,"08:15
+ 1 day",10h 55m,1 Stop,"5,424"
1073,SpiceJet,17-10-2021,Jaipur,Pune,08:00,11:35,3h 35m,1 Stop,"5,425"
1074,SpiceJet,17-10-2021,Jaipur,Pune,20:15,"08:15
+ 1 day",12h 00m,1 Stop,"5,425"
1075,SpiceJet,17-10-2021,Jaipur,Pune,09:35,"10:45
+ 1 day",25h 10m,1 Stop,"5,425"
1076,IndiGo,17-10-2021,Jaipur,Pune,11:05,12:45,1h 40m,Non Stop,"5,426"
1077,Air Asia,17-10-2021,Jaipur,Pune,17:15,19:00,1h 45m,Non Stop,"5,427"
1078,Air India,17-10-2021,Jaipur,Pune,13:30,18:50,5h 20m,1 Stop,"7,907"
1079,Air India,17-10-2021,Jaipur,Pune,13:30,"08:40
+ 1 day",19h 10m,1 Stop,"7,907"
1080,SpiceJet,17-10-2021,Jaipur,Pune,09:35,18:30,8h 55m,1 Stop,"9,124"
1081,Air India,17-10-2021,Jaipur,Pune,08:40,"08:40
+ 1 day",24h 00m,1 Stop,"9,311"
1082,IndiGo,17-10-2021,Jaipur,Pune,13:00,17:00,4h 00m,1 Stop,"9,726"
1083,IndiGo,17-10-2021,Jaipur,Pune,07:40,13:00,5h 20m,1 Stop,"9,836"
1084,IndiGo,17-10-2021,Jaipur,Pune,07:40,15:20,7h 40m,1 Stop,"9,836"
1085,Air India,17-10-2021,Jaipur,Pune,08:40,18:50,10h 10m,1 Stop,"10,151"
1086,IndiGo,17-10-2021,Jaipur,Pune,06:15,13:05,6h 50m,1 Stop,"10,834"
1087,IndiGo,17-10-2021,Jaipur,Pune,06:15,15:35,9h 20m,1 Stop,"10,834"
1088,Air Asia,17-10-2021,Jaipur,Pune,21:10,"14:15
+ 1 day",17h 05m,2 Stop(s),"12,381"
1089,SpiceJet,17-10-2021,Jaipur,Pune,10:00,17:45,7h 45m,1 Stop,"12,717"
1090,SpiceJet,17-10-2021,Jaipur,Pune,06:10,17:45,11h 35m,1 Stop,"12,717"
1091,Air Asia,17-10-2021,Jaipur,Pune,21:10,"08:10
+ 1 day",11h 00m,2 Stop(s),"12,852"
1092,SpiceJet,17-10-2021,Jaipur,Pune,06:10,09:25,3h 15m,1 Stop,"13,405"
1093,IndiGo,17-10-2021,Jaipur,Pune,13:55,19:15,5h 20m,1 Stop,"13,459"
1094,Air India,17-10-2021,Jaipur,Pune,14:00,"08:40
+ 1 day",18h 40m,2 Stop(s),"16,556"
1095,Air India,17-10-2021,Jaipur,Pune,14:00,"08:40
+ 1 day",18h 40m,2 Stop(s),"16,556"
1096,Go First,18-10-2021,Jaipur,Pune,21:20,"08:15
+ 1 day",10h 55m,1 Stop,"5,424"
1097,SpiceJet,18-10-2021,Jaipur,Pune,08:00,11:35,3h 35m,1 Stop,"5,425"
1098,SpiceJet,18-10-2021,Jaipur,Pune,20:15,"08:15
+ 1 day",12h 00m,1 Stop,"5,425"
1099,SpiceJet,18-10-2021,Jaipur,Pune,09:35,"10:45
+ 1 day",25h 10m,1 Stop,"5,425"
